what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1318183307790
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1318183308105
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1318183308567
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183310244
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1318183310722
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318183311595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183317370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183323699
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318183342341
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318183344006
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318183348861
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318183352932
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183357103
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318183362069
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318183387233
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183389501
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183389610
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183389650
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318183390467
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183392405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183395022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183395135
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183395171
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318183396204
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183398543
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318183399402
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1318183415555
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183418295
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183419395
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183419868
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183430755
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183442737
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183444060
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183444441
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183465098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318183483736
