what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317800903113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317800909891
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801051844
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801061915
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801064628
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1317801064640
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317801065701
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801076827
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801080107
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801080454
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801080461
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801097908
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801108395
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801111338
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801116315
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801156147
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801177539
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801179072
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801182106
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801182730
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801189210
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801197954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801335589
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317801339315
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801343443
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801344597
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801345547
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801353452
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801378143
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801434156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801455106
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801464402
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801482613
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801486909
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801488034
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801489091
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801546298
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801549738
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801575960
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801577299
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801582442
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801612683
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801624219
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1317801651690
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317801651878
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801662489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801665058
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801665187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801692435
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801743187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801745468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801768917
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801776014
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1317801784916
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801786215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801790802
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801793341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801794250
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801834236
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317801838333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801853043
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801865131
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317801867931
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801874210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801874337
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801876646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801876681
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801879322
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801879432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801882898
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801883387
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801885999
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801886105
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801889000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801889085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801894074
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801894175
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801904100
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801912298
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801919972
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317801922646
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801924027
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801932758
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801936697
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801936802
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801950545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801958626
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317801962555
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801973707
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317801979732
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1317802000765
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802001058
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802018345
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802027771
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802029020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802030078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802030589
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802036525
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1317802039448
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802039684
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1317802043125
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802043390
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802064174
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802065756
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802069592
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802072413
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802073618
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802074912
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1317802075584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1317802075962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802076670
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802088762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802089659
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802091128
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1317802091697
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802092270
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802106724
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802108782
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802167084
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802199755
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802234456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317802238482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802239552
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802279836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802282595
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802287082
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802288983
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802292985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802305979
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802337071
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317802340219
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802342182
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802345524
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802360729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802401323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802471045
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802527466
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802672582
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1317802681952
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802682184
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1317802703094
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317802704533
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802725161
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802741415
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802765432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802767743
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802794276
activated,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1317802801413
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802801446
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1317802802577
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802803269
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317802808630
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802810975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802811083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802812288
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802827755
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1317802834867
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802867624
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802867732
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1317802867769
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1317802868681
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1317802871815
