what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318030493433
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318030496269
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318030498548
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.moveLineUp",1318030539012
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318030590528
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318030597126
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318030597245
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318030633372
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318030641410
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318030643705
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318030645950
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318030649160
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1318030649262
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318030663273
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318030663772
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.moveLineDown",1318030672640
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.moveLineUp",1318030674461
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.moveLineUp",1318030674718
